VARIABLE,DATE,POSITIVE,N
GALLUP,01/01/2018,38,1500
GALLUP,21/01/2018,36,1500
GALLUP,28/01/2018,38,1500
GALLUP,04/02/2018,40,1500
GALLUP,01/02/2018,40,1500
GALLUP,01/02/2018,37,1500
GALLUP,25/02/2018,39,1500
GALLUP,04/03/2018,39,1500
GALLUP,01/03/2018,39,1500
GALLUP,01/03/2018,40,1500
GALLUP,25/03/2018,39,1500
GALLUP,31/03/2018,39,1500
GALLUP,08/04/2018,41,1500
GALLUP,01/04/2018,39,1500
GALLUP,01/04/2018,38,1500
GALLUP,29/04/2018,42,1500
GALLUP,06/05/2018,42,1500
GALLUP,01/05/2018,43,1500
GALLUP,20/05/2018,42,1500
GALLUP,03/06/2018,41,1500
GALLUP,01/06/2018,42,1500
GALLUP,01/06/2018,45,1500
GALLUP,24/06/2018,41,1500
GALLUP,01/07/2018,42,1500
GALLUP,08/07/2018,41,1500
GALLUP,01/07/2018,43,1500
GALLUP,22/07/2018,42,1500
GALLUP,29/07/2018,40,1500
GALLUP,05/08/2018,41,1500
GALLUP,01/08/2018,39,1500
GALLUP,01/08/2018,42,1500
GALLUP,26/08/2018,41,1500
GALLUP,02/09/2018,41,1500
GALLUP,09/09/2018,40,1500
GALLUP,01/09/2018,38,1500
GALLUP,23/09/2018,40,1500
GALLUP,30/09/2018,42,1500
GALLUP,07/10/2018,43,1500
GALLUP,01/10/2018,44,1500
GALLUP,21/10/2018,44,1500
GALLUP,28/10/2018,40,1500
GALLUP,04/11/2018,40,1500
GALLUP,01/11/2018,38,1500
GALLUP,25/11/2018,38,1500
GALLUP,02/12/2018,40,1500
GALLUP,09/12/2018,40,1500
GALLUP,01/12/2018,38,1500
GALLUP,22/12/2018,40,1500
GALLUP,01/01/2019,37,1017
GALLUP,27/01/2019,37,1500
GALLUP,01/02/2019,44,1016
GALLUP,28/02/2019,43,1932
GALLUP,01/03/2019,39,1032
GALLUP,09/04/2019,45,1012
GBUSA,28/02/1991,91,622
GBUSA,04/04/1991,80,612
GBUSA,23/07/1991,72,610
GBUSA,19/08/1991,74,613
GBUSA,22/08/1991,78,617
GBUSA,09/12/1991,42,806
GREEN,08/11/1994,52,1250
GREEN,05/10/1999,56,1020
GREEN,29/11/1999,55,989
GREEN,13/03/2000,57,1000
GREEN,08/08/2000,54,1007
GREEN,04/09/2000,59,1000
GREEN,27/09/2000,55,1000
GREEN,09/10/2000,57,1027
GREEN,18/10/2000,59,1009
GREEN,24/10/2000,58,998
GREEN,30/10/2000,59,1016
GREEN,07/11/2000,58,2036
GREEN,16/09/2007,39,1000
GREEN,04/10/2007,37,800
GREEN,21/10/2007,34,994
GREEN,29/11/2007,35,1000
HARRIS,22/01/1993,54,1255
HARRIS,04/03/1993,52,1255
HARRIS,28/04/1993,43,1252
HARRIS,24/06/1993,35,1253
HARRIS,13/08/1993,41,1260
HARRIS,01/10/1993,48,1256
HARRIS,11/11/1993,45,1254
HARRIS,20/12/1993,50,1250
HARRIS,02/02/1994,50,1252
HARRIS,04/04/1994,48,1255
HARRIS,23/05/1994,42,1253
HARRIS,25/07/1994,40,1249
HARRIS,17/09/1994,34,1250
HARRIS,18/09/1994,45,1250
HARRIS,08/11/1994,42,1246
HARRIS,09/12/1994,38,1250
HARRIS,06/02/1995,47,1250
HARRIS,23/03/1995,40,1005
HARRIS,14/04/1995,45,1255
HARRIS,08/06/1995,44,1004
HARRIS,13/07/1995,42,1005
HARRIS,31/08/1995,43,1005
HARRIS,28/09/1995,47,1005
HARRIS,28/09/1995,58,1005
HARRIS,02/11/1995,51,1007
HARRIS,30/11/1995,49,1004
HARRIS,22/02/2001,56,1008
HARRIS,22/03/2001,49,1011
HARRIS,26/04/2001,59,1014
HARRIS,13/06/2001,50,1014
HARRIS,20/07/2001,56,1022
HARRIS,15/08/2001,52,1017
HARRIS,17/10/2001,88,1011
HARRIS,14/11/2001,86,1011
HARRIS,14/12/2001,82,1011
HARRIS,16/01/2002,79,1011
HARRIS,13/02/2002,79,1021
HARRIS,13/03/2002,77,1017
HARRIS,09/04/2002,75,1021
HARRIS,15/05/2002,74,1013
HARRIS,14/06/2002,70,1010
HARRIS,18/07/2002,62,1010
HARRIS,15/08/2002,63,1011
HARRIS,19/09/2002,68,1011
HARRIS,14/11/2002,65,1010
HARRIS,12/12/2002,64,1023
HARRIS,12/02/2003,52,1010
HARRIS,10/04/2003,70,
HARRIS,10/06/2003,61,
HARRIS,12/08/2003,57,
HARRIS,14/10/2003,59,
HARRIS,10/12/2003,48,
HARRIS,14/12/2003,50,
HARRIS,09/02/2004,51,
HARRIS,08/04/2004,48,
HARRIS,08/06/2004,50,
HARRIS,10/08/2004,48,
HARRIS,09/09/2004,45,
HARRIS,14/10/2004,51,
HARRIS,09/11/2004,50,
HARRIS,08/02/2005,48,1012
HARRIS,05/04/2005,44,1010
HARRIS,07/06/2005,45,1015
HARRIS,09/08/2005,40,1217
HARRIS,08/11/2005,34,
HARRIS,06/01/2006,43,
HARRIS,03/02/2006,40,
HARRIS,03/03/2006,36,
HARRIS,07/04/2006,35,
HARRIS,05/05/2006,29,
HARRIS,02/06/2006,33,
HARRIS,07/07/2006,34,
HARRIS,04/08/2006,34,
HARRIS,18/08/2006,34,
HARRIS,08/09/2006,38,
HARRIS,06/10/2006,34,
HARRIS,20/10/2006,34,
HARRIS,17/11/2006,31,
HARRIS,02/02/2007,32,
HARRIS,20/04/2007,28,
HARRIS,06/07/2007,26,
HARRIS,07/09/2007,31,
HARRIS,05/10/2007,27,
HARRIS,30/11/2007,32,
HARRIS,06/02/2008,28,
HARRIS,02/04/2008,26,1018
HARRIS,04/06/2008,24,
HARRIS,06/08/2008,25,1015
HARRIS,01/01/2018,42,1192
HARRIS,01/01/2018,44,980
HARRIS,01/02/2018,45,1934
HARRIS,29/03/2018,44,1340
HARRIS,24/04/2018,44,1549
HARRIS,22/05/2018,45,1347
HARRIS,25/06/2018,47,1448
HARRIS,25/07/2018,45,1323
HARRIS,23/08/2018,46,1330
HARRIS,27/09/2018,46,1228
HARRIS,30/09/2018,45,1330
HARRIS,28/10/2018,44,1835
HARRIS,26/11/2018,46,1407
HARRIS,25/12/2018,44,1473
HARRIS,01/01/2019,44,3015
HARRIS,01/01/2019,45,1540
HARRIS,22/01/2019,44,3001
HARRIS,08/02/2019,47,1002
HARRIS,01/02/2019,45,1001
HARRIS,20/02/2019,45,1792
HARRIS,06/03/2019,45,1001
HARRIS,01/03/2019,45,1003
HARRIS,26/03/2019,45,1437
HARRIS,02/04/2019,46,1000
HARRIS,01/04/2019,46,1000
HARRIS,23/04/2019,40,4018
HARRIS,23/04/2019,45,1001
IBD/TIPP,30/01/2017,42,
IBD/TIPP,27/03/2017,34,
IBD/TIPP,01/05/2017,39,
IBD/TIPP,26/06/2017,37,
IBD/TIPP,27/08/2017,38,
IBD/TIPP,04/10/2017,33,
IBD/TIPP,30/10/2017,36,
IBD/TIPP,01/12/2017,36,
IBD/TIPP,01/01/2018,35,901
IBD/TIPP,02/02/2018,35,900
IBD/TIPP,01/03/2018,37,901
IBD/TIPP,29/03/2018,38,902
IBD/TIPP,04/05/2018,38,900
IBD/TIPP,05/06/2018,36,905
IBD/TIPP,29/06/2018,41,900
IBD/TIPP,02/08/2018,41,900
IBD/TIPP,30/08/2018,36,902
IBD/TIPP,03/10/2018,40,905
IBD/TIPP,03/11/2018,40,900
IBD/TIPP,02/12/2018,39,823
IBD/TIPP,01/01/2019,42,903
IBD/TIPP,01/02/2019,39,905
IBD/TIPP,02/03/2019,41,907
IBD/TIPP,06/04/2019,41,907
IPSOS,30/11/2001,86,1000
IPSOS,04/01/2002,77,750
IPSOS,14/03/2002,75,750
IPSOS,19/04/2002,72,750
IPSOS,03/05/2002,71,750
IPSOS,17/05/2002,71,750
IPSOS,07/06/2002,74,750
IPSOS,11/07/2002,67,750
IPSOS,18/07/2002,66,750
IPSOS,02/08/2002,65,750
IPSOS,16/08/2002,62,750
IPSOS,03/09/2002,65,781
IPSOS,16/09/2002,66,750
IPSOS,20/09/2002,66,774
IPSOS,01/10/2002,63,773
IPSOS,15/10/2002,62,748
IPSOS,25/10/2002,64,775
IPSOS,28/10/2002,64,758
IPSOS,19/11/2002,66,791
IPSOS,03/12/2002,64,792
IPSOS,17/12/2002,60,788
IPSOS,07/01/2003,58,784
IPSOS,21/01/2003,54,793
IPSOS,04/02/2003,57,793
IPSOS,18/02/2003,55,764
IPSOS,04/03/2003,51,
IPSOS,18/03/2003,62,
IPSOS,01/04/2003,64,
IPSOS,15/04/2003,65,
IPSOS,06/05/2003,61,
IPSOS,20/05/2003,62,
IPSOS,03/06/2003,61,
IPSOS,17/06/2003,58,
IPSOS,08/07/2003,60,
IPSOS,22/07/2003,54,
IPSOS,05/08/2003,58,
IPSOS,19/08/2003,56,
IPSOS,02/09/2003,52,
IPSOS,16/09/2003,55,
IPSOS,07/10/2003,51,
IPSOS,21/10/2003,55,
IPSOS,04/11/2003,52,
IPSOS,18/11/2003,50,
IPSOS,01/12/2003,53,
IPSOS,15/12/2003,59,
IPSOS,05/01/2004,56,
IPSOS,02/02/2004,47,
IPSOS,01/03/2004,48,
IPSOS,05/04/2004,48,
IPSOS,03/05/2004,48,
IPSOS,07/06/2004,48,
IPSOS,05/07/2004,50,
IPSOS,03/08/2004,49,
IPSOS,07/09/2004,52,
IPSOS,03/11/2004,51,
IPSOS,06/12/2004,51,
IPSOS,17/12/2004,50,
IPSOS,03/01/2005,49,
IPSOS,07/02/2005,45,
IPSOS,07/03/2005,48,1001
IPSOS,04/04/2005,44,1001
IPSOS,02/05/2005,47,1000
IPSOS,06/06/2005,43,1001
IPSOS,11/07/2005,42,1000
IPSOS,01/08/2005,42,1000
IPSOS,06/09/2005,39,1002
IPSOS,16/09/2005,40,1000
IPSOS,03/10/2005,39,1000
IPSOS,31/10/2005,37,1004
IPSOS,07/11/2005,37,1000
IPSOS,07/11/2005,37,
IPSOS,05/12/2005,42,
IPSOS,03/01/2006,40,
IPSOS,06/02/2006,40,
IPSOS,06/03/2006,37,
IPSOS,03/04/2006,36,
IPSOS,01/05/2006,33,
IPSOS,05/06/2006,35,
IPSOS,10/07/2006,36,
IPSOS,07/08/2006,33,
IPSOS,11/09/2006,39,
IPSOS,02/10/2006,38,
IPSOS,20/10/2006,37,
IPSOS,13/11/2006,36,
IPSOS,04/12/2006,33,
IPSOS,08/01/2007,32,
IPSOS,16/01/2007,36,
IPSOS,05/02/2007,32,
IPSOS,05/03/2007,35,
IPSOS,02/04/2007,35,
IPSOS,07/05/2007,35,
IPSOS,04/06/2007,32,
IPSOS,09/07/2007,33,
IPSOS,06/08/2007,35,
IPSOS,10/09/2007,34,1000
IPSOS,01/10/2007,31,1005
IPSOS,05/11/2007,32,
IPSOS,03/12/2007,36,
IPSOS,07/01/2008,34,
IPSOS,04/02/2008,30,
IPSOS,03/03/2008,30,
IPSOS,07/04/2008,28,1005
IPSOS,12/06/2008,29,
IPSOS,10/07/2008,28,
IPSOS,31/07/2008,31,1002
IPSOS,06/11/2008,24,1000
IPSOS,01/11/2011,49,
IPSOS,10/12/2011,47,
IPSOS,07/01/2012,47,
IPSOS,04/02/2012,48,
IPSOS,09/03/2012,50,
IPSOS,13/04/2012,49,
IPSOS,05/05/2012,50,
IPSOS,09/06/2012,47,
IPSOS,07/07/2012,48,
IPSOS,04/08/2012,49,
IPSOS,08/09/2012,50,
IPSOS,02/01/2018,41,1770
IPSOS,09/01/2018,41,1616
IPSOS,01/01/2018,39,1638
IPSOS,23/01/2018,37,2981
IPSOS,30/01/2018,41,1856
IPSOS,06/02/2018,40,3110
IPSOS,01/02/2018,39,1515
IPSOS,20/02/2018,40,1104
IPSOS,27/02/2018,40,1651
IPSOS,06/03/2018,40,2927
IPSOS,01/03/2018,39,1411
IPSOS,20/03/2018,44,1337
IPSOS,27/03/2018,41,1392
IPSOS,03/04/2018,41,1519
IPSOS,01/04/2018,39,1219
IPSOS,01/04/2018,41,1238
IPSOS,24/04/2018,41,1248
IPSOS,01/05/2018,49,1337
IPSOS,08/05/2018,45,1171
IPSOS,01/05/2018,46,1290
IPSOS,22/05/2018,47,1080
IPSOS,29/05/2018,44,1931
IPSOS,05/06/2018,40,1265
IPSOS,01/06/2018,43,2018
IPSOS,01/06/2018,44,1604
IPSOS,26/06/2018,45,1199
IPSOS,02/07/2018,43,2252
IPSOS,01/07/2018,41,1295
IPSOS,01/07/2018,42,2357
IPSOS,31/07/2018,44,1571
IPSOS,07/08/2018,45,1479
IPSOS,01/08/2018,44,1860
IPSOS,28/08/2018,40,2920
IPSOS,04/09/2018,42,2012
IPSOS,01/09/2018,43,1226
IPSOS,01/09/2018,47,1304
IPSOS,25/09/2018,45,1425
IPSOS,02/10/2018,43,1840
IPSOS,09/10/2018,42,2012
IPSOS,01/10/2018,45,1194
IPSOS,23/10/2018,46,2062
IPSOS,30/10/2018,45,1383
IPSOS,01/11/2018,43,2149
IPSOS,20/11/2018,44,2232
IPSOS,27/11/2018,44,2289
IPSOS,04/12/2018,41,2401
IPSOS,01/12/2018,43,2257
IPSOS,01/12/2018,43,2201
IPSOS,01/01/2019,41,2482
IPSOS,08/01/2019,40,2201
IPSOS,01/01/2019,41,3363
IPSOS,22/01/2019,40,2274
IPSOS,29/01/2019,39,2958
IPSOS,05/02/2019,38,2470
IPSOS,01/02/2019,39,2240
IPSOS,01/02/2019,41,3322
IPSOS,26/02/2019,41,3514
IPSOS,05/03/2019,39,3269
IPSOS,01/03/2019,41,2207
IPSOS,01/03/2019,39,2222
IPSOS,26/03/2019,42,4603
IPSOS,01/04/2019,42,3962
IPSOS,09/04/2019,39,2667
IPSOS,01/04/2019,40,1006
IVBCSM,15/02/2001,47,943
IVBCSM,08/03/2001,49,909
IVBCSM,06/04/2001,44,949
IVBCSM,03/05/2001,52,904
IVBCSM,07/06/2001,46,936
IVBCSM,12/07/2001,47,911
IVBCSM,08/08/2001,45,932
IVBCSM,05/09/2001,45,936
IVBCSM,03/10/2001,82,925
IVBCSM,07/11/2001,82,920
IVBCSM,05/12/2001,79,921
IVBCSM,09/01/2002,78,906
IVBCSM,05/02/2002,75,902
IVBCSM,05/03/2002,72,921
IVBCSM,09/04/2002,69,900
IVBCSM,08/05/2002,66,906
IVBCSM,04/06/2002,64,900
IVBCSM,08/07/2002,65,924
IVBCSM,05/08/2002,61,903
IVBCSM,03/09/2002,56,900
IVBCSM,07/10/2002,55,912
IVBCSM,02/12/2002,61,900
IVBCSM,06/01/2003,58,
IVBCSM,03/02/2003,55,
IVBCSM,03/03/2003,54,
IVBCSM,01/04/2003,64,
IVBCSM,05/05/2003,64,
IVBCSM,02/06/2003,57,
IVBCSM,01/06/2004,43,
IVBCSM,02/08/2004,43,
KAISER,15/09/2017,38,
KAISER,07/10/2017,38,
LAT,05/07/1988,56,2277
LAT,01/03/1989,59,1046
LAT,03/03/1989,56,3583
LAT,16/03/1989,61,1158
LAT,01/04/1989,54,3050
LAT,03/07/1989,63,756
LAT,14/09/1989,66,2217
LAT,17/11/1989,66,1623
LAT,16/12/1989,72,2095
LAT,21/12/1989,80,700
LAT,29/08/1990,75,1206
LAT,14/11/1990,61,1031
LAT,08/12/1990,64,2205
LAT,08/01/1991,66,2434
LAT,17/01/1991,86,1406
LAT,15/02/1991,83,1822
LAT,09/03/1991,84,1836
LAT,06/04/1991,82,1761
LAT,28/06/1991,74,1439
LAT,20/08/1991,73,661
LAT,21/09/1991,65,1623
LAT,21/09/1991,52,1623
LAT,21/11/1991,53,1709
LAT,31/01/1992,47,1776
LAT,27/03/1992,44,1521
LAT,07/07/1992,42,1681
LAT,12/08/1992,42,1460
LAT,20/08/1992,46,1489
LAT,02/10/1992,34,1833
LAT,24/10/1992,35,1829
LAT,14/01/1993,55,1733
LAT,18/02/1993,58,1273
LAT,12/06/1993,42,1474
LAT,25/09/1993,53,1491
LAT,04/12/1993,55,1612
LAT,15/01/1994,55,1516
LAT,16/04/1994,54,1682
LAT,23/07/1994,46,1515
LAT,17/10/1994,44,1272
LAT,19/01/1995,54,1353
LAT,25/01/1995,49,1226
LAT,25/01/1995,49,1226
LAT,15/03/1995,50,1285
LAT,26/04/1995,56,1032
LAT,09/06/1995,49,1109
LAT,16/09/1995,51,1152
LAT,27/10/1995,50,1426
LAT,13/04/1996,55,1374
LAT,03/08/1996,58,1572
LAT,07/09/1996,57,1522
LAT,03/10/1996,55,896
LAT,04/10/1996,53,2298
LAT,06/10/1996,62,896
LAT,24/10/1996,57,1626
LAT,05/02/1997,61,816
LAT,06/09/1997,63,1258
LAT,23/01/1998,59,1191
LAT,29/01/1998,68,1314
LAT,18/08/1998,62,1387
LAT,22/08/1998,65,895
LAT,13/09/1998,64,968
LAT,27/01/1999,67,960
LAT,12/02/1999,64,664
LAT,25/03/1999,59,544
LAT,13/11/1999,58,1800
LAT,04/05/2000,55,1502
LAT,08/06/2000,66,2071
LAT,23/09/2000,55,1052
LAT,14/12/2000,65,865
LAT,03/03/2001,62,1449
LAT,21/04/2001,57,813
LAT,13/09/2001,77,1561
LAT,10/11/2001,86,1995
LAT,31/01/2002,80,1545
LAT,22/08/2002,68,1372
LAT,12/12/2002,63,1305
LAT,30/01/2003,56,1385
LAT,02/04/2003,68,
LAT,15/11/2003,54,
LAT,27/03/2004,51,
LAT,05/06/2004,51,
LAT,17/07/2004,51,
LAT,21/08/2004,52,
LAT,25/09/2004,52,
LAT,21/10/2004,49,
LAT,15/01/2005,50,
LAT,22/01/2006,43,
LAT,25/02/2006,38,
LAT,08/04/2006,39,
LAT,24/06/2006,41,
LAT,28/07/2006,40,
LAT,16/09/2006,45,
LAT,08/12/2006,42,
LAT,13/01/2007,39,
LAT,05/04/2007,36,
LAT,07/06/2007,34,
LAT,19/10/2007,35,1209
LAT,30/11/2007,33,1467
LAT,18/01/2008,34,1541
LAT,21/02/2008,34,1408
LAT,19/06/2008,23,
LAT,15/08/2008,25,
LAT,19/09/2008,27,
LAT,10/10/2008,23,1543
MARIST,09/11/2011,43,
MARIST,21/03/2012,48,
MARIST,21/06/2012,46,
MARIST,10/07/2012,47,
MARIST,05/12/2012,50,
MARIST,05/03/2013,45,
MARIST,26/03/2013,50,
MARIST,16/07/2013,41,
MARIST,07/09/2013,44,
MARIST,04/12/2013,43,
MARIST,06/02/2014,42,
MARIST,08/04/2014,45,
MARIST,02/03/2015,42,
MARIST,24/07/2015,49,
MARIST,31/10/2015,45,
MARIST,17/02/2017,41,
MARIST,11/04/2017,39,
MARIST,23/06/2017,37,
MARIST,10/08/2017,35,
MARIST,14/08/2017,35,
MARIST,12/09/2017,39,
MARIST,26/09/2017,37,
MARIST,16/10/2017,37,
MARIST,07/11/2017,39,
MARIST,14/11/2017,39,
MARIST,05/12/2017,37,
MARIST,01/01/2018,40,1092
MARIST,07/02/2018,39,807
MARIST,21/02/2018,40,819
MARIST,06/03/2018,44,867
MARIST,21/03/2018,42,1015
MARIST,01/04/2018,39,827
MARIST,22/07/2018,41,923
MARIST,09/09/2018,38,777
MARIST,24/09/2018,44,802
MARIST,01/10/2018,43,996
MARIST,23/10/2018,41,738
MARIST,29/10/2018,41,509
MARIST,04/12/2018,43,835
MARIST,01/01/2019,40,873
MARIST,27/03/2019,44,834
MISC,21/04/1993,55,1000
MISC,29/08/1993,44,1000
MISC,17/01/1994,53,1000
MISC,16/08/1994,43,1000
MISC,21/10/1994,48,1000
MISC,13/01/1995,40,807
MISC,02/04/1995,49,1000
MISC,08/09/1995,37,1202
MISC,01/10/1995,49,1000
MISC,25/02/1999,58,800
MISC,05/04/1999,56,1000
MISC,03/04/2000,64,817
MISC,18/08/2007,28,1100
MISC,18/09/2007,34,1100
MISC,18/10/2007,25,1100
MISC,16/11/2007,31,1100
MISC,16/12/2007,32,1100
MISC,16/01/2008,34,1100
MONMOUTH,18/03/2016,48,
MONMOUTH,17/06/2016,49,
MONMOUTH,15/07/2016,49,
MONMOUTH,05/08/2016,56,
MONMOUTH,23/09/2016,53,
MONMOUTH,13/01/2017,56,
MONMOUTH,03/03/2017,43,
MONMOUTH,14/05/2017,39,
MONMOUTH,14/07/2017,39,
MONMOUTH,12/08/2017,41,
MONMOUTH,17/09/2017,40,
MONMOUTH,11/12/2017,32,
MONMOUTH,30/01/2018,44,711
MONMOUTH,05/03/2018,40,708
MONMOUTH,30/04/2018,45,681
MONMOUTH,01/06/2018,45,711
MONMOUTH,01/08/2018,43,725
MONMOUTH,01/11/2018,44,716
MONMOUTH,27/01/2019,43,735
MONMOUTH,04/03/2019,44,746
MONMOUTH,01/04/2019,40,711
NBCWSJ,20/01/1988,48,2392
NBCWSJ,28/02/1988,46,2400
NBCWSJ,09/06/1988,49,2014
NBCWSJ,08/07/1988,52,2129
NBCWSJ,23/07/1988,50,2238
NBCWSJ,05/08/1988,51,2118
NBCWSJ,20/08/1988,57,2185
NBCWSJ,14/01/1989,64,2025
NBCWSJ,27/02/1989,60,1079
NBCWSJ,29/03/1989,53,1017
NBCWSJ,16/04/1989,53,1447
NBCWSJ,23/04/1989,60,2019
NBCWSJ,04/11/1989,67,1512
NBCWSJ,13/01/1990,71,1510
NBCWSJ,10/03/1990,69,1003
NBCWSJ,11/04/1990,75,1001
NBCWSJ,18/05/1990,72,1007
NBCWSJ,06/07/1990,67,1555
NBCWSJ,15/09/1990,75,1508
NBCWSJ,19/10/1990,59,1019
NBCWSJ,30/10/1990,56,507
NBCWSJ,08/12/1990,57,1002
NBCWSJ,23/01/1991,77,808
NBCWSJ,26/02/1991,85,811
NBCWSJ,15/03/1991,81,1505
NBCWSJ,10/05/1991,74,1508
NBCWSJ,22/06/1991,76,1006
NBCWSJ,26/07/1991,67,1004
NBCWSJ,28/08/1991,70,800
NBCWSJ,20/09/1991,64,1510
NBCWSJ,25/10/1991,63,1500
NBCWSJ,20/11/1991,51,726
NBCWSJ,06/12/1991,52,1004
NBCWSJ,17/01/1992,53,1502
NBCWSJ,12/12/1992,49,1004
NBCWSJ,23/01/1993,51,1009
NBCWSJ,05/03/1993,57,1503
NBCWSJ,17/04/1993,52,1004
NBCWSJ,04/06/1993,41,1502
NBCWSJ,24/07/1993,45,1006
NBCWSJ,10/09/1993,50,1006
NBCWSJ,22/10/1993,47,1508
NBCWSJ,11/12/1993,56,1002
NBCWSJ,15/01/1994,60,1009
NBCWSJ,25/01/1994,54,555
NBCWSJ,04/03/1994,55,1503
NBCWSJ,30/04/1994,57,1002
NBCWSJ,10/06/1994,52,1502
NBCWSJ,23/07/1994,49,1005
NBCWSJ,19/09/1994,44,603
NBCWSJ,24/09/1994,44,1255
NBCWSJ,14/10/1994,48,1509
NBCWSJ,04/11/1994,44,802
NBCWSJ,09/11/1994,43,802
NBCWSJ,10/12/1994,48,1001
NBCWSJ,14/01/1995,45,1003
NBCWSJ,25/01/1995,51,851
NBCWSJ,04/03/1995,44,1011
NBCWSJ,03/04/1995,46,803
NBCWSJ,21/04/1995,50,1504
NBCWSJ,02/06/1995,46,1008
NBCWSJ,29/07/1995,47,1005
NBCWSJ,16/09/1995,46,1005
NBCWSJ,27/10/1995,46,1465
NBCWSJ,19/11/1995,49,805
NBCWSJ,01/12/1995,51,2007
NBCWSJ,13/01/1996,46,1001
NBCWSJ,01/03/1996,51,2001
NBCWSJ,10/05/1996,52,1001
NBCWSJ,20/06/1996,53,2010
NBCWSJ,02/08/1996,54,1203
NBCWSJ,20/08/1996,53,806
NBCWSJ,12/09/1996,55,2004
NBCWSJ,19/10/1996,56,1008
NBCWSJ,02/11/1996,53,1020
NBCWSJ,05/12/1996,58,2003
NBCWSJ,25/01/1997,60,1002
NBCWSJ,06/03/1997,57,2010
NBCWSJ,26/04/1997,57,1009
NBCWSJ,19/06/1997,58,2007
NBCWSJ,26/07/1997,56,1002
NBCWSJ,11/09/1997,62,2004
NBCWSJ,25/10/1997,57,1214
NBCWSJ,04/12/1997,59,2013
NBCWSJ,17/01/1998,62,1005
NBCWSJ,26/02/1998,66,2004
NBCWSJ,18/04/1998,66,1004
NBCWSJ,18/06/1998,63,2006
NBCWSJ,25/07/1998,64,1006
NBCWSJ,10/09/1998,66,2005
NBCWSJ,24/10/1998,68,1025
NBCWSJ,03/12/1998,65,2106
NBCWSJ,16/01/1999,68,1011
NBCWSJ,04/03/1999,66,2012
NBCWSJ,17/04/1999,58,1006
NBCWSJ,16/06/1999,58,2011
NBCWSJ,24/07/1999,63,1007
NBCWSJ,09/09/1999,58,2025
NBCWSJ,23/10/1999,60,1003
NBCWSJ,09/12/1999,61,2014
NBCWSJ,25/01/2000,65,1010
NBCWSJ,02/03/2000,70,1213
NBCWSJ,02/03/2000,60,1213
NBCWSJ,29/04/2000,59,1003
NBCWSJ,14/06/2000,58,2010
NBCWSJ,27/07/2000,60,1009
NBCWSJ,10/08/2000,58,802
NBCWSJ,07/09/2000,60,2017
NBCWSJ,13/10/2000,60,1008
NBCWSJ,03/11/2000,63,1026
NBCWSJ,07/12/2000,66,2107
NBCWSJ,13/01/2001,66,1018
NBCWSJ,01/03/2001,57,2024
NBCWSJ,21/04/2001,56,1016
NBCWSJ,23/06/2001,50,806
NBCWSJ,15/09/2001,82,821
NBCWSJ,09/11/2001,88,809
NBCWSJ,08/12/2001,85,1019
NBCWSJ,18/01/2002,82,1011
NBCWSJ,05/04/2002,74,1005
NBCWSJ,18/05/2002,75,602
NBCWSJ,08/06/2002,69,1008
NBCWSJ,19/07/2002,67,1014
NBCWSJ,03/09/2002,64,1011
NBCWSJ,18/10/2002,63,1012
NBCWSJ,07/12/2002,62,1005
NBCWSJ,19/01/2003,54,1025
NBCWSJ,05/02/2003,61,514
NBCWSJ,17/03/2003,62,
NBCWSJ,23/03/2003,67,
NBCWSJ,29/03/2003,66,
NBCWSJ,12/04/2003,71,
NBCWSJ,17/05/2003,62,
NBCWSJ,26/07/2003,56,
NBCWSJ,20/09/2003,49,
NBCWSJ,08/11/2003,51,
NBCWSJ,13/12/2003,52,
NBCWSJ,14/12/2003,58,
NBCWSJ,10/01/2004,54,
NBCWSJ,06/03/2004,50,
NBCWSJ,01/05/2004,47,
NBCWSJ,25/06/2004,45,
NBCWSJ,19/07/2004,48,
NBCWSJ,23/08/2004,47,
NBCWSJ,17/09/2004,47,
NBCWSJ,16/10/2004,49,
NBCWSJ,29/10/2004,49,
NBCWSJ,09/12/2004,49,
NBCWSJ,13/01/2005,50,
NBCWSJ,10/02/2005,50,1008
NBCWSJ,31/03/2005,48,1002
NBCWSJ,12/05/2005,47,1005
NBCWSJ,08/07/2005,46,1009
NBCWSJ,09/09/2005,40,1013
NBCWSJ,08/10/2005,39,807
NBCWSJ,04/11/2005,38,1003
NBCWSJ,09/12/2005,39,
NBCWSJ,26/01/2006,39,
NBCWSJ,10/03/2006,37,
NBCWSJ,21/04/2006,36,
NBCWSJ,09/06/2006,37,
NBCWSJ,21/07/2006,39,
NBCWSJ,08/09/2006,42,
NBCWSJ,30/09/2006,39,
NBCWSJ,13/10/2006,38,
NBCWSJ,28/10/2006,39,
NBCWSJ,08/12/2006,34,
NBCWSJ,17/01/2007,35,
NBCWSJ,02/03/2007,35,
NBCWSJ,20/04/2007,35,
NBCWSJ,08/06/2007,29,
NBCWSJ,27/07/2007,31,
NBCWSJ,07/09/2007,33,1002
NBCWSJ,01/11/2007,31,1509
NBCWSJ,14/12/2007,34,
NBCWSJ,20/01/2008,31,
NBCWSJ,07/03/2008,32,1012
NBCWSJ,25/04/2008,27,
NBCWSJ,06/06/2008,28,
NBCWSJ,18/07/2008,30,
NBCWSJ,15/08/2008,31,
NBCWSJ,06/09/2008,34,
NBCWSJ,19/09/2008,30,1085
NBCWSJ,04/10/2008,29,
NBCWSJ,17/10/2008,27,
NBCWSJ,01/11/2008,26,
